text	type
"支持楼主，改天继续再曝光。这是救人一命啊。
 楼主已经连发6个帖子，这样的大曝光，作为一个好平台会不闻不问，实在匪夷所思。在说天眼本来就是曝光大本营，这是自取死路啊。这种平台不要碰，利息低，平台可能玩个几月，2年，如果利息高，还是走吧，大部分人玩不起的。"	1
"支持楼主，改天继续再曝光。这是救人一命啊。
 楼主已经连发6个帖子，这样的大曝光，作为一个好平台会不闻不问，实在匪夷所思。在说天眼本来就是曝光大本营，这是自取死路啊。这种平台不要碰，利息低，平台可能玩个几月，2年，如果利息高，还是走吧，大部分人玩不起的。"	1
网站不加密，坚决不投！！！	1
最烦就是客服装死	1
平台15号赎回的怎么一直没回款，怎么回事	1
平台15号赎回的怎么一直没回款，怎么回事	1
11月30号线下到期，至今未到账	1
垃圾平台，以后再不会投他家	1
等着坐牢吧，死骗子	1
一诺金融投资维权群 605318628，有需要维权的请加入这个群。	1
感谢曝光，不靠谱的还是别搞	1
请允许我膜拜一下  这种b养的新平台 你是咋找到的········我补充一下 官网下方 icp旁边的公司名字 都特么的写错了	1
骗子平台要远离  感谢曝光台	1
山东的平台.......小心了	1
又是山东的，呵呵，山东跑路的真是数不胜数了，估计人家山东警察也见怪不怪了	1
骗子可恨，，蹲监狱去吧	1
骗子不得好死，山东警察不作为，迟迟不立案，山东警察不作为迟迟不立案	1
山东平台不能投，山东警察不作为，聚创集资诈骗，请经侦尽快立案	1
这种人真是临场不乱，还能抽烟，必须弄进去，坐穿牢底	1
事件从爆发到现在已经过去好几天的时间了，警察一直不予立案，假标，吸收资金，不兑现，金额特别巨大已经涉及巨额诈骗，却不立即立案，难怪山东成为诈骗的高发区。	1
事件从爆发到现在已经过去好几天的时间了，警察一直不予立案，假标，吸收资金，不兑现，金额特别巨大已经涉及巨额诈骗，却不立即立案，难怪山东成为诈骗的高发区。	1
事件从爆发到现在已经过去好几天的时间了，警察一直不予立案，假标，吸收资金，不兑现，金额特别巨大已经涉及巨额诈骗，却不立即立案，难怪山东成为诈骗的高发区。	1
事件从爆发到现在已经过去好几天的时间了，警察一直不予立案，假标，吸收资金，不兑现，金额特别巨大已经涉及巨额诈骗，却不立即立案，难怪山东成为诈骗的高发区。	1
支持报案，把骗子送进去，不能再在社会上害人。	1
山东的确实要小心了....	1
济南骗子多   济南政府睁一眼闭一眼  不作为	1
处处是坑，不投就对了	1
处处是坑，不投就对了	1
我只想问一句你给谁打电话？国资委？	1
李明洪，你们跑不了几天了，束手就擒吧	1
李明洪，你们跑不了几天了，束手就擒吧	1
李明洪，你们跑不了几天了，束手就擒吧	1
"为督促警方尽早立案，11月11日相当数量的受骗投资者聚集常州，于下午13点开始在常州新北公安分局集合，要求警方立案侦查，并表示如果继续让诈骗团伙逍遥法外造成投资人资金的更大损失，随时可能会爆发大规模的群体事件或极端事件，在受害投资者不懈的努力下，终于获得立案，今明两天陆续会有各地投资人来常州报案并督促警方尽快抓捕李明洪等人。
     我们都是合法公民，平日不偷不抢不干违法的事，只想通过自己的努力和智慧改善生活。我们相信国家的政策和相关监管部门，一个有着国家监管部门颁发的注册资金5000万的公司，现在法人卷款失联，互联网时代这样的事件后续给社会不安稳带来多大的震荡，政府不能不考虑到。
     监管力量让犯罪成本这么低，在法制日益健全的今天竟敢卷跑一千多个家庭八千多万的血汗钱，何其藐视国家、藐视制度、藐视各监管部门，这样无法无天之人不尽早抓捕归案怎么能平民愤、怎么能树我党我政府之威信？！恳请政府督促警方以最快最有效的方案抓捕李明洪，尽早破案，以儆效尤，我们相信党和政府!
     也恳请相关媒体跟进报道揭穿诈骗份子的真面目，让其无处可藏！"	1
李明洪，你们跑不了几天了，束手就擒吧	1
网贷天眼有法律援助中心吗？不在天眼直投的投友可以获得援助吗？我们不要一些私人的这个群那个群的。。。。。。。。！	1
**李明洪不得好死！	1
李明洪是个诈骗犯，请常州市政府和警方为上当的老百姓做主	1
骗子真可恶，，，	1
李明洪，你们跑不了几天了，束手就擒吧	1
我的一笔投资在陆金所逾期一周了，也没个说法	1
店大欺客	1
店大欺客，就是欺负你，就是欺负你。。	1
店大欺客	1
什么时候回款了，，告诉一下吧，我也投了润通啊！	1
什么时候回款了，，告诉一下吧，我也投了润通啊！有没有润通的群啊？	1
国资太假了。要小心了。	1
基本没什么希望了	1
经常异常，说明这个平台不稳呀	1
山东-广东的平台我是不碰的	1
这样的平台竟然有人投？？？？？？？？？？？	1
76上都搜索不到平台你们还有人投资，真是佩服啊	1
日化的以前有倒闭的吗？	1
安微的平台，你们都懂的	1
安徽的平台，我就看看	1
现在的平台呀，伤不起	1
纯属欺诈	1
这种平台躲都躲不赢好不	1
还好没投，冲进去提出来了吗？过年了都雷了	1
曝的好，，这样人就得严处理	1
该平台从今年6月份以后就开始限提了，目前平台老板范央尔每月只给投资人2%的还款，而且没有利息，无偿使用投资人资金，在这种情况下，范央尔于10月25日还在舟山注册了子公司“舟山亚轩企业管理有限公司”继续进行线下吸储行骗，投资人一定要擦亮眼睛，切不可再上当受骗，浙江慈溪老赖太多了，万不可轻信此类P2P平台。通过启信宝可以了解到，已有投资人起诉该平台，各位投资人可以利用法律保护自己，不能让范央尔这样的骗子逍遥法外。	1
该平台从今年6月份以后就开始限提了，目前平台老板范央尔每月只给投资人2%的还款，而且没有利息，无偿使用投资人资金，在这种情况下，范央尔于10月25日还在舟山注册了子公司“舟山亚轩企业管理有限公司”继续进行线下吸储行骗，投资人一定要擦亮眼睛，切不可再上当受骗，浙江慈溪老赖太多了，万不可轻信此类P2P平台。通过启信宝可以了解到，已有投资人起诉该平台，各位投资人可以利用法律保护自己，不能让范央尔这样的骗子逍遥法外。	1
提现困难	1
已经跑路，维权qq号：3197740974	1
野鸡平台啊。这样的广告，遍地打，比伪国资还不靠谱	1
网贷就好像是个坑	1
网贷就好像是个坑	1
唉，跑路了已经，据说20号提现的都没到	1
靠，亏了3000，上当了	1
为了这300万 啥都不要了 ，豁上脸了。	1
一亿注册资金就搞成这样。。。欺骗大家，。。经侦赶快查啊	1
为了300万。。。这个平台也够没出息的～ 不过这么多跑路的，几十亿上百亿的还管不过来呢，这么小的金额更没人管了。。。	1
赶快建立qq群集体维权吧	1
这个和堆金网是一家吧？骗子公司够多的啊	1
港信骗子家破人亡，，	1
港信**	1
堆金网和他们一伙的，都是骗子，大家注意了	1
堆金网和他们一伙的，都是骗子，大家注意了	1
跑路潮来了，警察都忙不过来了	1
怎么这么多骗子呀	1
感谢曝光，大家小心	1
感谢曝光，大家小心	1
呵呵，河南骗子一窝	1
骗子逍遥法外，天理何在！！！！！！	1
快点还我2万块！！！**	1
垃圾刘涛，垃圾港信。垃圾瀚海，垃圾刘丹丹，	1
难道中国没人管吗，共产党的警察干吗去了	1
建立维权群，赶紧报警吧	1
有没有维权群  我也是 他们的用户	1
一直被冻结，，有没有维权群？	1
垃圾返利网，我的小牛在线也被黑了500	1
"大家赶紧工商投诉吧,对于这种骗子第三方,绝不妥协"	1
"返利网涉嫌诈骗,大家联合起来弄死他"	1
被黑掉的钱怎么办呢？	1
好的，不能让他们这样黑心的第三方这么肆无忌惮	1
你也是受害者吗	1
差不多就是虚假推广呗，目的就是在于吸引投资，投资到位了，其他就不算数了！这样做会失去诚信的，失去投资者	1
返利网就是垃圾  撤退就OK	1
严重欺诈	1
垃圾返利网，我去年买了个表	1
太乱了，难道没有地方可以申述？	1
这种平台我看都不会看的。。。	1
这样的平台估计没人敢投	1
呵呵，这就是纯诈骗平台，真是钱多人傻。。。。	1
好可怕，现在的诈骗平台越来越多了，还是得谨慎点啊！	1
跑路年年有，今年尤其多	1
小心本金受骗	1
还好没有去投资	1
骗子的惯用伎俩，先是各种维稳拖延时间不让报案，然后转移财产安排好一切，最后彻底消失	1
估计又是跑路了	1
赶快报警吧	1
感谢曝光 问题平台	1
骗子不得好死  草	1
要严厉打击骗子平台。。。。	1
快撤	1
"恒信汇通才一个月多一点就跑路了我才投了10来天就说提现困难了，最初提现困难的时候客服发了一个公告说是发现网站有漏洞暂时不发标后期会恢复就没声了 我仔细看了一下债权也不真实现在连网址也打不开了。那天跟我几个朋友去公司地址查看了一下那边的人说店面已经转让给他们了账目什么地都已经结清 老板人也找不到电话
QQ截图20161018153607.jpg (69.38 KB, 下载次数: 2)
下载附件  保存到相册
2016-10-18 15:36 上传
QQ截图20161018153515.jpg (21.8 KB, 下载次数: 2)
下载附件  保存到相册
2016-10-18 15:36 上传
QQ截图20161018153529.jpg (5.1 KB, 下载次数: 1)
下载附件  保存到相册
2016-10-18 15:36 上传
QQ截图20161018153618.jpg (44.52 KB, 下载次数: 2)
下载附件  保存到相册
2016-10-18 15:36 上传
QQ截图20161018153633.jpg (101.2 KB, 下载次数: 2)
下载附件  保存到相册
2016-10-18 15:36 上传
QQ截图20161018153642.jpg (55.99 KB, 下载次数: 2)
下载附件  保存到相册
2016-10-18 15:36 上传"	1
通过券妈妈链接做的华人金融6单，都是在一个页面链接做的，其中有两单，没有给返现，与券妈妈沟通说，商家不给返现他们就不给返现，接着就没有后话了，店大欺客啊！再也不像刚开始做的时候，那么负责了，选择券妈妈的还是谨慎，掉单没人理会，投资人利益没有保障啊！再找到华人金融，他们说什么我通过什么收索引擎做的，敢问，搜索引擎链接了你们华人金融理财了吗？我都钱投进了你们平台，可是一点利益保障都没有，试问这是谁的系统问题呢？华人金融黑心吞钱，返不起，你就别推广！	1
我也有1个没返，一共就做了2个，没办法，25块喂狗	1
我也有一次没返现，说“非券妈妈渠道（SEO）”我本来就是通过券妈妈链接进入华人金融网页注册充值投资的。结果华人金融说不是通过券妈妈，喊他们提供证据也提不出来，以SEO概念为借口，自以为高科技的东西，就是耍赖不给返，没办法呀。。。	1
我也是4单掉一单，显示是通过百度注册的简直是胡说八道，券妈妈说平台返他就返跟他没关系，好像他没挣投资人钱是的。看来是故意的。券妈妈尽量少碰吧。	1
我在券妈妈那里做了很多单，唯一就是华人金融调单了，看来问题还是出在华人金融上面，他们还不承认，随便就说什么不是走的券妈妈的链接，然后就不给返现了！	1
远离老赖平台吧！	1
以后不在券妈妈做了，返的慢还返的少，掉单也不管，店大欺客啊！	1
我也是受害者，远离券妈妈，远离羊毛	1
我做了4单，掉了3个，华人金融就是个垃圾，不想给就不要推广。	1
卷妈妈我大概做过30几单的样子，华人我做了4单，掉了2单 ··· 这掉单率···因为是小额，所以我也没计较	1
"我也是两个账户，其中一个没返，我还以为是自己不小心，想不到这么多人都是这样，有猫腻啊！
 在券妈妈做了好多期了，只有华人金融的这一单失效，原来这么多人都跟我一样。"	1
"每个跑路的平台都有一个了不起的、引人注目的、牛逼哄哄的名字，这个也不例外，度金网，网站无法打开了，跑路很久了吧
读经网.png (56.64 KB, 下载次数: 1)
下载附件  保存到相册
2016-10-18 12:32 上传"	1
应该是跑了	1
都已经跑路很久了，看代罗盘上显示是九月份跑路的	1
敢不敢把到期的钱还给投资者，我们自己的钱，国诚凭什么设定规则，真是臭不要脸。20%我们就得感谢你八辈祖宗吗！	1
大平台雷了之后都可以玩出花来了	1
我估计国诚后续应该会走爱房筹的路线，一个字：拖，然后转移资产，然后逐渐消失	1
雷了，套路和以前雷的平台一样一样的，MD	1
限制正常到期的回款兑付就是流氓行径！	1
到期不给提现，还是不给实际的原因，少点公关言语才能让人信服。	1
唉，提高了有毛用，提现的钱还不都是你续投的！	1
不管黑嘴白嘴，你的钱打了水票，你辩护再完美无缺，还是改变不了提现困难事实。	1
请记住，雷后的所谓投监会，基本就是想通过这个捞回自己损失的大户。历史一再证明了这一点！！最近的就是四达	1
黑嘴的嘴脸一看就知道，已经爆雷的平台，既然能多还一点，这个时候应该是祝福，看看那些黑子的丑恶。	1
"续投资4000，才能提现800，有人还说提现比例提高？这是什么逻辑？
 我想问问那你这续投的4000，又要续投多少，才能提现完？2万啊，亲。
 国诚现在就是个无底洞，填得越多亏得越多，续投才能提现本来就是强盗逻辑"	1
请记住，雷后的所谓投监会，基本就是想通过这个捞回自己损失的大户。历史一再证明了这一点！！最近的就是四达	1
新资金千万别进去呀，	1
"提现比例提高到20%，发标量下降一半，这数字游戏真会玩！

01.png (51.89 KB, 下载次数: 0)
下载附件  保存到相册
2016-10-19 10:07 上传"	1
这和雷有什么区别吗，还有人敢投快倒闭的平台，没新的资金进入，想翻身，可能吗，投100快进去，才能返还以前的20，脑子坏的人，才去为了以前的钱，再投这样有80%倒闭可能性的平台	1
真是有点可怕，还好当时没有冲动。。。	1
竟然有那么多维稳傻子来洗地？真是醉了~ 国诚都这样了，股东坐牢，平台限提，标都投不上，不管20%还是10%，TM是平台的钱还是投资人的钱啊？还钱是天债经地义的事，李老板百多套的上海房产拿出来还啊~ 金女王几千万的赌债都摆平了，现在还拿得出钱请水军来维稳，却不愿还投资人的钱，这也是智商是硬伤啊~呵呵了唯稳SB们说国诚不算雷，还第一次听到这样的话~	1
如果这样的平台你还投，我只能说看来你太适合当接盘侠！！！	1
这平台还有人投？典型的骗局啊！！！	1
为什么这样的垃圾平台还会出现！！！！	1
"只有 傻子才玩日化的骗子平台。
 只有 傻子才玩日化的骗子平台。
 只有 傻子才玩日化的骗子平台。
 只有 傻子才玩日化的骗子平台。
 只有 傻子才玩日化的骗子平台。
 只有 傻子才玩日化的骗子平台。
 只有 傻子才玩日化的骗子平台。"	1
估计是骗子平台，不过LZ问的感觉没问出什么来啊，应该直接开骂	1
"只有 傻子才玩日化的骗子平台。
 只有 傻子才玩日化的骗子平台。
 只有 傻子才玩日化的骗子平台。
 只有 傻子才玩日化的骗子平台。
 只有 傻子才玩日化的骗子平台。
 只有 傻子才玩日化的骗子平台。
 只有 傻子才玩日化的骗子平台。"	1
日化率·······只要不是傻子都不会投吧？	1
太能骗人了	1
哈哈哈哈，这个三证合一碉堡了，经营项目没有金融相关的，居然说还要什么证。。。。日息5.68！！！！这尼玛是要一年买下整个北京的意思啊！！楼主曝光得好啊	1
这样的平台有人投吗	1
这种收益，还做什么股票期货，这钱骗的。。就问什么时候跑路	1
日化的平台都是骗子吧？？	1
日收益率过高，这不符合常规逻辑，肯定有问题啊，不要贪图高额利息	1
我投了信德集团、信誉金融，到期都不给提现，找各种理由阻止。额度小的还可以，超过1000就不行了	1
我就是其中一个傻仔  投了	1
"通过网站的IP查询，地址是：
 27.151.28.89        福建省福州市 电信
 
 联系方式中连地址都没有。如果还有人投这样的网站，那真是无话可说了。"	1
"16号通过第三方渠道集趣网，注册投资信和大金额，在合作期内注册投资，18号告知不能返现，理由是信和大金融单方面说已经终止合作，不给以结算，第三方广告公司集趣网推卸责任，让我们投资者去跟信和大金融撕逼，自己赚了钱卖乖，想跟集趣网合作的平台记得留个心眼，这家广告公司绝对一身刺，出现问题就退给平台。
     这几天，几次通过打电话给信和大金融平台，发现一个惊天大密码，他们客服部设在安徽，运营总部在北京，客服工作态度极其恶劣，出事不处理推广问题，办事效率低下，由于运营地点和联系客服不在同一个地方，决策效率极其低下，所以投资者有事情跟客服联系，其实就是石沉大海，永远是已经登记！！，但是投资者唯一跟信和大金融联系的方式只有客服，因为找不到其他的联系方式，这就是很为难。当然最好的方式就是不要投资信和大金融，为什么？因为信和大金融绝对是一个定时雷，据我说知，信和财富是信和大金额的线下理财平台，线下门店几百上千家，每个营业所都是没事做，他们没有采用线下签合同形式，都是忽悠老人老太太在线上替他们注册投资，这就是为什么信和大金融单笔都是几十上百万，但是线上投资者极少。当然经过几年的积累，信和线下坏账极多，这就是每个几天，就会出现那个城市的信和财富营业所出现兑付困难，投资者拉横幅举报的，所以建议线上的投资者不要被信和线下很大的谎言骗了，他们现在线下就是一个空壳子，但是每个月的营运成本极高，据我所知，信和推广返点是2.2，就是投资十万返2200佣金，这个钱是谁出？大家想想也知道，都是投资者自己的钱，当然短时间信和没事，盘子大，万的起，但是政策风险谁也预知不了，信和现在就是受死的骆驼，等线下老头老太兑付期一到，就是线上接盘，所以趁信和还有点气，大家赶紧撤出来。"	1
这种估计是骗子平台吧，客服连这些都不知道	1
这个骗子平台，我说去参观，要地址，他不给，我骂他一通，不接电话了。	1
"我们筹钱一起轮.奸客服吧,开什么网贷公司嘛,做鸡店不行吗"	1
还有人投这种平台的？	1
"我投了几百块  公司就在哈尔滨  不给钱我找他去
QQ截图20161025203056.jpg (60.62 KB, 下载次数: 0)
下载附件  保存到相册
2016-10-25 20:55 上传"	1
高危平台，楼主小心吧！	1
坚决抵制这些无良平台	1
第三方平台，并以删帖为要挟，亮了。	1
